path_id	entrez_id
12	51463
12	9909
12	200186
12	148327
12	10899
12	5872
12	6232
12	51205
12	353143
12	353142
12	353141
12	26239
12	353139
12	1893
12	2029
12	55204
12	84072
12	4170
12	126669
12	405
12	27173
12	1513
12	1520
12	126668
12	55585
12	103
12	653604
12	8338
12	317772
12	51027
12	9900
12	10262
12	2209
12	54507
12	81609
12	11189
12	284485
12	65005
12	51686
12	339398
12	284486
12	117145
12	6281
12	353137
12	353135
12	353134
12	29956
12	8416
12	58497
12	149428
12	54964
12	56882
12	10962
12	607
12	23248
12	101060226
12	554282
12	199834
12	353133
12	440686
12	49860
12	254910
12	54544
12	353145
12	84648
12	6277
12	6275
12	6274
12	6273
12	140576
12	57402
12	6284
12	6271
12	26097
12	23557
12	353132
12	353131
12	448835
12	4184
12	3713
12	163778
12	6707
12	6699
12	6703
12	6700
12	6701
12	6704
12	6705
12	6706
12	10654
12	57326
12	90780
12	6464
12	1163
12	80308
12	51043
12	127579
12	149095
12	8751
12	10903
12	56957
12	728833
12	148741
12	8515
12	8799
12	128077
12	284615
12	84265
12	10628
12	148738
12	100132406
12	100996717
12	6282
12	126637
12	126638
12	388697
12	284565
12	55793
12	80222
12	11022
12	200030
12	333932
12	440689
12	554313
12	723790
12	8337
12	8349
12	8370
12	126961
12	353140
12	353144
12	200035
12	10401
12	9939
12	653598
12	645142
12	730262
12	728945
12	644591
12	105371242
12	9869
12	55891
12	29765
12	6944
12	10500
12	6276
12	7062
12	100996521
12	448834
12	100191040
12	647135
12	6698
12	5565
12	440672
12	89872
12	57198
12	388701
12	25912
12	9898
12	6097
12	10456
12	1141
12	3782
12	149018
12	574414
12	4014
12	114771
12	57115
12	6280
12	6283
12	6279
12	338324
12	6278
12	51177
12	81611
12	23632
12	51107
12	79630
12	148523
12	54460
12	9129
12	11311
12	3570
12	5174
12	11126
12	27246
12	10623
12	400818
12	100288142
12	149013
12	110806278
12	100996763
12	122526777
12	388677
12	25832
12	57592
12	5298
12	5993
12	8991
12	5692
12	57530
12	7286
12	23126
12	4881
12	65123
12	11000
12	57459
12	7170
12	2330
12	9557
12	9659
12	91181
13	1942
13	55974
13	200185
13	7059
13	2629
13	10067
13	1196
13	57657
13	5313
13	7818
13	23208
13	22889
13	6746
13	56893
13	57111
13	100527963
13	632
13	23381
13	84283
13	7203
13	57127
13	92312
13	391104
13	54344
13	339403
13	2224
13	128229
13	79957
13	55870
13	128239
13	128240
13	55249
13	164118
13	4580
13	9673
13	4000
13	64218
13	80128
13	4209
13	4582
13	54856
13	11243
13	23623
13	9181
13	28956
13	55154
13	112770
13	6016
13	10712
14	922
14	3765
14	8490
14	93185
14	844
14	93183
14	962
14	6258
14	477
14	127385
14	3766
14	83540
14	4063
14	4009
14	142683
14	57823
14	480
14	115350
14	9722
14	55600
14	51744
14	325
14	1401
14	54935
14	343413
14	56833
14	391123
14	25790
14	89886
14	8407
14	8682
14	51506
14	5498
14	8703
14	9507
14	2207
14	336
14	84134
14	9970
14	654790
14	257177
14	4359
14	3645
14	3310
14	909
14	911
14	910
14	913
14	128360
14	50848
14	100131187
14	7391
14	257106
14	81607
14	126823
14	5202
14	4817
14	9191
14	6391
14	4720
14	84824
14	11266
14	22926
14	60484
14	63827
14	10763
14	1382
14	81875
14	51093
14	79590
14	3068
14	5546
14	9047
14	149499
14	25903
14	391107
14	128367
14	391114
14	4332
14	441911
14	391112
14	391109
14	128372
14	128368
14	6708
14	128366
14	81448
14	57863
14	2532
14	26476
14	2205
14	375033
14	9826
14	440695
14	2117
14	6504
14	57549
14	81442
14	51478
14	339512
14	9103
14	2213
14	6675
14	149628
14	3428
14	9447
14	50717
14	5824
14	4807
14	114836
14	8832
14	1314
14	83416
14	83417
14	115352
14	79368
14	57216
14	27005
14	284680
14	400793
14	117157
14	127933
14	4921
14	107181291
14	54865
14	2212
14	2214
14	2215
14	23385
14	5087
14	128371
14	127943
14	343406
14	55243
14	117981789
14	912
14	391121
14	5999
14	4914
15	25874
15	149297
15	4259
15	261726
15	29922
15	92241
15	375035
15	7371
15	6846
15	5451
15	22920
15	92342
15	10223
15	6375
15	9095
15	57147
15	9019
15	55811
15	6401
15	6402
15	1805
15	5396
15	387597
15	117143
15	2329
15	2326
15	51430
15	6403
15	92235
15	84944
15	440699
15	149281
15	57645
15	54499
15	4653
15	23432
15	92344
15	80133
15	2328
15	2327
15	8674
15	51603
15	26052
15	5279
15	92346
15	23215
15	110806290
15	223
15	55827
15	8548
15	57821
15	10560
15	2153
15	481
15	356
15	8804
15	919
16	7292
16	3915
16	7143
16	116496
16	3918
16	23057
16	163589
16	9588
16	6045
16	10625
16	460
16	81627
16	6646
16	63931
16	284525
16	27101
16	1660
16	54823
16	64326
16	60676
16	6041
16	81626
16	9674
16	353299
16	57795
16	339416
16	84320
16	9213
16	23127
16	730159
16	9293
16	27252
16	127670
16	83872
16	2752
16	81563
16	23179
16	55157
16	149041
16	462
16	116461
16	51278
16	8995
16	91687
16	9910
16	80896
16	10228
16	3140
16	55103
16	9068
16	63923
16	89866
16	80267
16	10092
16	403314
16	9887
16	6004
16	85397
16	84614
16	9462
16	84066
16	4688
16	400797
16	126859
16	7827
16	57710
16	9917
16	64222
16	27
16	148753
16	163590
16	26092
16	5768
16	89884
16	9857
16	777
16	127665
17	7175
17	339479
17	56956
17	388722
17	64407
17	54953
17	5321
17	140609
17	431704
17	5996
17	5132
17	79577
17	8707
17	360023
17	2165
17	10216
17	6738
17	51022
17	51377
17	343450
17	5743
17	163486
17	23418
17	259266
17	10878
17	3075
17	127124
17	5788
17	6003
17	5997
17	3078
17	10877
17	81494
17	3080
18	83479
18	148808
18	2494
18	2005
18	25896
18	56950
18	51514
18	55509
18	9580
18	115019
18	85414
18	4751
18	5972
18	25936
18	10446
18	5525
18	467
18	5362
18	149643
18	55224
18	9926
18	5629
18	5208
18	29937
18	128387
18	57172
18	3914
18	25778
18	149647
18	6051
18	90806
18	26750
18	9911
18	148811
18	28982
18	254428
18	25802
18	5929
18	9928
18	23528
18	64710
18	10440
18	8934
18	55733
18	1379
18	947
18	54900
18	6635
18	55248
18	55758
18	9261
18	11009
18	9214
18	5284
18	83953
18	79098
18	338382
18	1510
18	9877
18	7188
18	7779
18	343035
18	2848
18	23046
18	252839
18	91156
18	779
18	388730
18	50604
18	127829
18	9283
18	23114
18	6900
18	5129
18	127845
18	22874
18	8444
18	440712
18	553
18	729533
18	23380
18	9641
18	83593
18	1939
18	79805
18	647219
18	1999
18	59352
18	5778
18	84919
18	4194
18	3814
18	29949
18	5317
18	7139
18	3898
18	7135
18	23612
18	1465
18	55705
18	149345
18	89796
18	59349
18	51094
18	51706
18	92703
18	4656
18	134
18	4608
18	1116
18	5877
18	1118
18	8497
18	5287
18	4179
18	55432
18	725
18	722
18	50486
18	3290
18	80342
18	148304
18	3664
18	27042
18	23271
18	55765
18	3586
18	100381270
18	56256
18	29089
18	81788
18	55220
18	93273
18	101669762
18	1604
18	1380
18	1378
18	255928
18	3756
18	127833
18	10765
18	4660
18	5549
18	26254
18	493
18	2331
18	7832
19	11221
19	127018
19	55105
19	388743
19	128153
19	51018
19	5784
19	7042
19	7399
19	51133
19	79802
19	9015
19	375056
19	64853
19	148362
19	7100
19	84976
19	3776
19	3142
19	4139
19	79762
19	55061
19	164127
19	2058
19	10380
19	55699
19	25782
19	400823
19	54996
19	64757
19	55532
19	643136
19	824
19	7159
19	2104
19	1063
20	6894
20	128178
20	58480
20	4811
20	339500
20	5867
20	9804
20	23219
20	8443
20	2590
20	83932
20	54583
20	2786
20	100303453
20	7257
20	149371
20	79605
20	55746
20	80003
20	149111
20	148641
20	51742
20	84451
20	84284
20	23029
20	3775
20	375061
20	128061
20	388753
20	27185
20	6905
20	148789
20	23456
20	9816
20	163859
20	3020
20	64746
20	83881
20	8560
20	4931
20	29097
20	89780
20	79169
20	128308
20	57165
20	200205
20	81559
20	51127
20	56997
20	5664
20	142
20	286826
20	22796
20	10753
20	84886
20	84033
20	6726
20	9725
20	10637
20	7044
20	2052
20	116841
20	359948
20	65094
20	126731
20	58
20	3930
20	127602
20	54627
20	440730
20	57568
20	3707
20	8290
20	29920
20	8476
20	375057
20	92815
20	128312
20	149603
20	7107
20	56605
20	9453
20	55740
20	183
20	1130
20	79573
20	64801
20	7483
20	375
20	339501
20	27097
20	80232
20	2987
21	200150
21	10806
21	1131
21	55127
21	645745
21	3964
21	4548
21	56776
21	64388
21	2271
21	8564
21	23596
21	1122
21	9156
21	441925
21	440738
21	128025
21	6000
21	57829
21	9859
21	88
21	6262
22	51097
22	64216
22	257044
22	163882
22	51029
22	55083
22	79894
22	57116
22	100533111
22	267002
22	93474
22	159
22	646627
22	80851
22	64754
22	148823
22	81470
22	81469
22	25909
22	55657
22	391196
22	127066
22	343173
22	401993
22	127068
22	401994
22	79862
22	10000
22	26246
22	391192
22	26245
22	403244
22	81466
22	403239
22	284532
22	391189
22	25893
22	343171
22	127608
22	391190
22	254879
22	127059
22	391194
22	343172
22	343169
22	343170
22	81439
22	127064
22	391195
22	343563
22	391211
22	401992
22	441933
22	26188
22	127062
22	127069
22	127077
22	127074
22	7678
22	84838
22	84288
22	127623
22	26696
22	81472
22	116228
22	114548
22	10472
22	391191
22	284521
22	81458
22	3192
22	317705
22	388761
23	94134
23	8829
23	57608
23	3799
23	100420618
23	219749
23	7581
23	219771
23	219770
23	1326
23	55149
23	80314
23	57209
23	8325
23	6935
23	7587
23	6840
23	119180
23	56288
23	91074
23	220929
23	79741
23	1390
23	3688
23	8453
24	4360
24	219681
24	5305
24	256815
24	340895
24	338596
24	2572
24	283078
24	55130
24	221074
24	53904
24	22921
24	256297
24	56952
24	219670
24	64215
24	84898
24	9576
24	54518
24	79896
24	84569
24	57512
24	387640
24	84930
24	22852
24	10529
24	374308
24	91452
24	8028
24	9200
24	8027
24	653567
24	25805
24	22931
24	143098
24	57584
24	10730
24	340900
24	23412
24	100532731
24	648
24	220213
24	56243
24	783
24	221078
24	221079
24	51322
24	23590
24	10006
25	83643
25	414149
25	10557
25	8029
25	1787
25	389941
25	80013
25	8516
25	6251
25	9397
25	221061
25	55301
25	441549
25	51182
25	100421372
25	9317
25	83641
25	57118
25	7431
25	10133
25	55388
25	221044
25	5264
25	79723
25	644890
25	8559
25	55691
25	64421
25	22929
25	222389
26	79746
26	8872
26	509
26	55176
26	3698
26	11164
26	22944
26	26019
26	80760
26	254427
26	55526
26	57713
26	9712
26	83860
26	10659
26	2625
27	22982
27	8644
27	79861
27	105
27	114131
27	1316
27	1109
27	10276
27	51806
27	810
27	79754
27	2665
27	347688
27	10531
27	23560
27	91734
27	5588
27	1646
27	23185
27	83592
27	1645
27	54522
27	84893
27	3601
27	3422
27	3559
27	84991
27	5209
27	54906
27	5214
27	340811
27	10771
27	22884
28	2658
28	93550
28	79290
28	5949
28	2662
28	7582
28	220972
28	170371
28	7570
28	9790
28	83937
28	11067
28	642517
28	118738
28	387680
28	5592
28	644054
28	653145
28	118461
28	100287932
28	4477
28	100652748
28	728113
28	5540
28	55753
28	259230
28	2074
28	1103
28	6572
28	282966
28	8031
28	644168
28	8505
28	5979
28	55454
28	221002
28	195977
28	102724488
28	100133093
28	56624
28	53828
28	3185
28	8187
28	220992
28	7580
28	642819
28	26095
28	6387
28	253725
28	240
28	119016
28	143162
28	5599
28	58504
28	643236
28	83849
28	9721
28	57705
28	196740
28	170370
28	474354
28	100996758
28	113218477
28	414189
28	653308
28	29974
29	8034
29	84457
29	7321
29	100507027
29	80312
29	22943
29	55749
29	11130
29	7019
29	221035
29	29982
29	80114
29	23283
29	9886
29	220965
29	1763
29	219623
29	219790
29	22891
29	84890
29	4153
29	55680
29	219621
29	26091
29	84159
29	220963
29	29119
29	56521
29	23411
29	220202
29	64081
29	3189
29	221037
29	84665
29	347731
29	1959
29	8030
29	983
29	253430
29	55847
29	65217
29	288
30	51008
30	84858
30	83938
30	311
30	23522
30	4143
30	9469
30	5328
30	7414
30	5552
30	26128
30	58529
30	79933
30	9632
30	170384
30	118487
30	23053
30	8509
30	9559
30	6832
30	80201
30	23555
30	219738
30	84883
30	56681
30	5464
30	219743
30	6441
30	80195
30	55506
30	64106
30	26985
30	132
30	119504
30	54541
30	219736
30	79009
30	414152
30	64115
30	64072
30	10105
30	219654
30	729238
30	653509
30	118490
30	5532
30	143244
30	1979
30	4838
30	54788
30	729092
30	5551
30	140766
30	5092
30	219793
30	6865
30	57178
30	5660
30	10367
30	9806
30	90550
30	283008
30	159195
30	9188
30	25961
30	11319
30	317662
30	23234
30	51021
30	310
30	118491
30	55222
30	27143
30	219699
30	55315
30	8879
30	9231
30	11128
30	6229
30	729262
30	3098
30	1305
30	50674
30	219348
30	170392
30	84647
30	5033
30	338599
30	142891
30	7417
30	118881
30	818
30	3778
31	728118
31	84293
31	9562
31	2894
31	26509
31	3087
31	54462
31	55328
31	143241
31	1557
31	340665
31	143282
31	84332
31	54708
31	22849
31	54536
31	1592
31	10718
31	27063
31	55165
31	338557
31	5146
31	118924
31	9211
31	159371
31	64318
31	23232
31	8513
31	340654
31	643418
31	10556
31	3832
31	9585
31	728130
31	143279
31	439996
31	3434
31	387700
31	23063
31	1559
31	1558
31	9023
31	3988
31	3437
31	9060
31	84896
31	100144748
31	3433
31	79812
31	6623
31	10974
31	643161
31	54537
31	2746
31	387694
31	643414
31	657
31	94233
31	5950
31	11155
31	9044
31	51196
31	53354
31	118932
31	57559
31	59
31	27069
31	387695
31	92211
31	340745
31	5995
31	26103
31	355
31	9124
31	142827
31	1562
31	3070
31	81619
31	142910
31	80351
31	5507
31	3416
31	24138
31	84333
31	5728
31	3363
32	100533184
32	7093
32	55118
32	118788
32	1369
32	26287
32	1147
32	6425
32	83742
32	6319
32	112817
32	414157
32	8945
32	1791
32	118812
32	10023
32	282991
32	80019
32	60370
32	23223
32	84986
32	25911
32	27343
32	6468
32	401647
32	22984
32	79591
32	5223
32	9033
32	23401
32	118980
32	54838
32	56889
32	84287
32	51013
32	7479
32	55280
32	23268
32	64210
32	403
32	60495
32	93377
32	10613
32	5662
32	79004
32	79946
32	79847
32	10121
32	51684
32	6585
32	54805
32	729020
32	9118
32	84108
32	84833
32	1244
32	84458
32	387707
32	81603
32	79803
32	8861
32	23082
32	9221
32	83401
32	5309
32	27291
32	5832
32	953
32	84171
32	26123
32	25956
32	4714
32	55662
32	55719
32	56652
32	79955
32	81621
32	10724
32	30819
32	2253
32	79176
32	10660
32	118813
32	10580
32	54619
32	3195
32	51063
32	255022
32	119395
32	8729
32	9148
32	6877
32	9644
32	84545
32	84445
32	9849
32	29760
32	26507
32	2805
32	57715
32	1586
32	119032
32	100528007
32	57412
32	22978
32	4791
32	9748
32	79991
32	84795
32	3257
32	81855
32	55361
32	10360
32	159296
32	57089
32	51076
32	1355
32	81894
32	5076
33	9446
33	119548
33	85450
33	159686
33	3026
33	338567
33	282996
33	7511
33	6571
33	57698
33	26033
33	374355
33	11023
33	120
33	387712
33	374354
33	119391
33	4892
33	10285
33	1847
33	80217
33	259217
33	4601
33	22986
33	119392
33	2674
33	57678
33	6975
33	64429
33	51703
33	114815
33	9126
33	27250
33	92482
33	8036
33	150
33	153
33	55088
33	340706
33	840
33	9937
33	79949
33	56165
33	84632
33	1308
33	5407
33	5406
33	5408
33	6934
33	143187
33	3983
33	57700
33	142940
34	63877
34	8661
34	404636
34	143384
34	22841
34	340784
34	9679
34	196792
34	2834
34	118663
34	4942
34	4255
34	92170
34	441581
34	64376
34	56647
34	3632
34	51363
34	10579
34	390010
34	64077
34	55760
34	5654
34	4288
34	118987
34	118670
34	387718
34	399818
34	119559
34	118856
34	55844
34	50624
34	642938
34	119467
34	55717
34	10935
34	340719
34	92565
34	36
34	399823
34	23172
34	2849
34	282974
34	7390
34	399814
34	9184
34	80007
34	387715
34	26098
34	256536
34	2869
34	6001
34	119587
34	2018
34	80313
34	170394
34	196051
34	594857
34	9531
34	1793
34	1755
34	54780
34	118672
34	5791
34	79892
34	8433
34	27287
34	101
34	118472
34	104326056
34	50632
34	118471
34	282969
34	1892
34	196743
34	3167
34	7073
34	85442
34	84435
34	10844
34	253738
34	387723
34	10539
34	112577516
34	8038
34	664
34	1571
34	93426
34	503542
34	10570
34	282973
34	11101
34	59338
34	619207
34	84504
34	54777
34	22876
34	11196
34	54764
34	1488
34	2263
34	118611
35	283092
35	403257
35	283093
35	2346
35	256148
35	90139
35	3732
35	79096
35	1408
35	9479
35	9409
35	120071
35	90993
35	9537
35	6688
35	91252
35	5913
35	4722
35	114971
35	55709
35	399888
35	114900
35	23788
35	23360
35	5702
35	221120
35	390110
35	84680
35	60529
35	2132
35	57586
35	79346
35	1132
35	55626
35	51317
35	256144
35	79841
35	4192
35	4607
35	10658
35	23279
35	8525
35	8534
35	55343
35	283116
35	646754
35	120824
35	56981
35	5795
35	119765
35	119764
35	390113
35	29763
35	1643
35	53
35	10062
35	84364
35	51144
35	387763
35	403253
35	8567
35	283254
35	9776
35	392
35	79797
35	2147
35	9793
35	4038
36	57689
36	119710
36	7189
36	5896
36	5897
36	8539
36	55761
37	847
37	10480
37	24147
37	7490
37	120526
37	54765
37	79899
37	29099
37	26610
37	25841
