signature	comparison	grp1	grp2	pval	grp1.min	grp1.25	grp1.median	grp1.75	grp1.max	grp1.mean	grp1.nonzero_mean	grp2.min	grp2.25	grp2.median	grp2.75	grp2.max	grp2.mean	grp2.nonzero_mean	grp1.detection	grp2.detection	grp1.detection_wp	grp2.detection_wp	grp1.mean_when_present	grp2.mean_when_present	signif_label	grp1.prop_present	grp2.prop_present	pan_prop_present
SBS86	IHC-PHC	IHC	PHC	0.0251003621653792	0	0	0.00306700804398392	0.0194431085058656	0.210556162493494	0.0176228190851896	0.023978589902799	0	0	0.000650302548847818	0.00742757913287784	0.0989247663685182	0.0104898821663623	0.0163904408849411	0.160907630522088	0.10484	0.697269230769231	0.669333333333333	0.0915786848249149	0.0761438275268074	*	0.104417670682731	0.08	0.102150537634409
SBS87	IHC-PHC	IHC	PHC	0.586049908694517	0	0.0020945129706007	0.0256013215908368	0.0985557662051779	0.520217693742437	0.0695415665413704	0.0773029020928627	0	0.00178196732761095	0.0502641494666663	0.10408341458315	0.438138925688142	0.0774630213572447	0.0922178825681485	0.320714859437751	0.328026666666667	0.762444444444444	0.728260869565218	0.187884521326124	0.189168457783146		0.289156626506024	0.306666666666667	0.311827956989247
SBS9	IHC-PHC	IHC	PHC	0.589972139125401	0	0	0	0.0010447732540014	0.0717084737934945	0.00319271626588851	0.00703527743545344	0	0	0	0.00145410748011134	0.22246902510209	0.00892396274700286	0.0239034716437577	0.030863453815261	0.07016	0.521	0.89275	0.0386014544077384	0.11229975355496		0.00401606425702811	0.0533333333333333	0.0134408602150538
SBS96	IHC-PHC	IHC	PHC	0.212926113657645	0	5.00072520264459e-05	0.00130281535209121	0.0125077186371545	0.205685300746759	0.0157389328958476	0.0208457143141811	0	0	0.000562869245400195	0.0131545544580905	0.237641464513491	0.0125073933574534	0.0187610900361801	0.113678714859438	0.0764133333333333	0.682941176470588	0.928	0.117025104226796	0.237641464513491		0.0682730923694779	0.0133333333333333	0.0537634408602151
SBS97	IHC-PHC	IHC	PHC	0.0183941242695306	0	2.57072483023735e-05	0.00673119676158186	0.0359623604840251	0.178233358893624	0.0224848596800437	0.0299397329429459	0	0	0.000852517793546427	0.0222560260906632	0.107724954932265	0.01447647179568	0.0236029431451305	0.238939759036145	0.142106666666667	0.698125	0.7145	0.0730610574823845	0.0871253496775189	*	0.224899598393574	0.0533333333333333	0.185483870967742
SBS98	IHC-PHC	IHC	PHC	0.908181923609231	0	0	0.000219120266069733	0.00806515663215848	0.189851262771062	0.00943594581639125	0.0166634787821377	0	0	0.00115542042963095	0.00437027571713276	0.0467689309476488	0.00399128715043447	0.00623638617255386	0.084710843373494	0.0432666666666667	0.660363636363636		0.0952128810582684			0.0441767068273092		0.0430107526881721
SBS99	IHC-PHC	IHC	PHC	0.469320988505947	0	6.60294661346811e-05	0.00257882477338172	0.0198507220953754	0.197142974090366	0.0173228314232275	0.0223491452040603	0	0.000129423319313342	0.00385628017001767	0.0267048481056648	0.132675216724308	0.0190215392581702	0.0233871384321765	0.140433734939759	0.14884	0.671666666666667	0.66	0.0965258844926046	0.0928889127850791		0.0843373493975904	0.106666666666667	0.0860215053763441
apobec	IHC-PHC	IHC	PHC	0.015128034133904	0	0.00298798962847845	0.0284110922644527	0.0716511381847262	0.681968034436686	0.0575675674926732	0.0682586871698839	0	0.00955826803626555	0.0515285463177369	0.161769807307458	0.761498660527483	0.118178527156838	0.13849046151192					0.122561085017125	0.209862042398307	*	0.409638554216867	0.533333333333333	0.481182795698925
treatment	IHC-PHC	IHC	PHC	0.88928563655479	0	0.0200840033111894	0.105075435353675	0.191910353645564	0.554283129871734	0.125952649651175	0.130133650469471	0	0.0430009748265777	0.0992619341786367	0.177952903382121	0.513805823725203	0.124550706204449	0.131567647399066					0.221053109939049	0.212581423537046		0.461847389558233	0.466666666666667	0.478494623655914
SBS1	IHC-DCC	IHC	DCC	0.00363307928796888	0	0.0519546659822771	0.123580239787288	0.215653198410022	0.66396281462604	0.146254823491351	0.155630132689514	0.0139529439407918	0.0823833838382334	0.19129517081156	0.313467969125894	0.526081369275771	0.218039634263962	0.218039634263962	0.77481124497992	0.861634146341464	0.919064039408867	0.905052631578947	0.177050551083917	0.233191160345693	**	0.815261044176707	0.926829268292683	0.846774193548387
SBS10a	IHC-DCC	IHC	DCC	0.692190309284569	0	0	0	0	0.334542410946104	0.00134354381906066	0.334542410946104	0	0	0	0	0	0		0.00401606425702811	0	1		0.334542410946104			0.00401606425702811		0.00268817204301075
SBS10b	IHC-DCC	IHC	DCC	0.484218584392148	0	0	0	0	0.484331488959397	0.00210490028207443	0.174706723412177	0	0	0	0	0	0		0.00691164658634538	0	0.8505		0.261535133244837			0.00803212851405622		0.00537634408602151
SBS10c	IHC-DCC	IHC	DCC	0.104923009587437	0	8.43626529607458e-05	0.00363915528654848	0.0300210174891574	0.167192825139409	0.0206013087897611	0.0263062866084642	0	0	0.00198991590778551	0.0085984618441712	0.111021472411736	0.0123071717945116	0.0173997946060336	0.188180722891566	0.102829268292683	0.802794871794872	0.636	0.0825917116315928	0.0836962215852038		0.156626506024096	0.0487804878048781	0.139784946236559
SBS10d	IHC-DCC	IHC	DCC	0.665874502918916	0	0	0	0.00063231377234627	0.0510093992738327	0.0023580035068478	0.00581329577430795	0	0	0	0.000387702105391228	0.0318694304206835	0.00184539875339493	0.00398217625732591	0.0246024096385542	0.0226829268292683								
SBS12	IHC-DCC	IHC	DCC	1.12706117071851e-05	0	0.00022933777153375	0.00455455972852995	0.0304995336583171	0.27609409728505	0.0243534680307381	0.0306263310083524	0	0	7.23903302795802e-05	0.00258951486113821	0.0354045732108834	0.00411388273587934	0.00766678146232059	0.197787148594378	0.0467560975609756	0.839666666666667	0.556	0.111530454193201	0.0354045732108834	***	0.132530120481928	0.024390243902439	0.104838709677419
SBS13	IHC-DCC	IHC	DCC	1.00144058235794e-07	0	0	0.00343610106746175	0.0278696424157278	0.297676958865381	0.0241887055372101	0.0356389803477238	0	0.0119398663770027	0.0550733705996549	0.113135722861425	0.470465165355733	0.079201264835279	0.0854539962696431	0.259008032128514	0.576219512195122	0.864203703703704	0.902652173913043	0.0908968607132003	0.132120219085901	***	0.216867469879518	0.560975609756098	0.28494623655914
SBS15	IHC-DCC	IHC	DCC	0.260185160450866	0	0	0	0	0.470187594874985	0.0226791146984428	0.15686387666423	0	0	0	0	0.281482054137319	0.0228615103044753	0.104146880275943	0.0920923694779117	0.127243902439024	0.919434782608696	0.9332	0.239347517507093	0.178832353299547		0.0923694779116466	0.121951219512195	0.102150537634409
SBS16	IHC-DCC	IHC	DCC	0.112932792470638	0	0	0.00334301981683955	0.0284036199951171	0.52116963921508	0.0351588763448111	0.0478391268298249	0	0	0.00109400125001195	0.00695878351756663	0.195323690907635	0.0155863420666872	0.0220358629218681	0.205903614457831	0.109024390243902	0.757955555555555	0.754333333333333	0.155014418727994	0.141822723940911		0.180722891566265	0.0731707317073171	0.150537634408602
SBS17a	IHC-DCC	IHC	DCC	0.739832149167989	0	0	0	0.00522614263396577	0.070347275135464	0.00648407534727062	0.0144154889416999	0	0	0	0.00453118670425475	0.0194895638032865	0.00325431301949178	0.00702246493679805	0.0849317269076305	0.0446585365853659	0.621076923076923		0.0516699982651847			0.0522088353413655		0.0430107526881721
SBS17b	IHC-DCC	IHC	DCC	0.0623675181076253	0	0	0	0.00423130891716372	0.154431170928296	0.00674190176744301	0.0176708793694033	0	0	0.00066243245542864	0.0119113409267863	0.0747137557744035	0.00938095287350948	0.0174826849006313	0.102313253012048	0.143268292682927	0.784222222222222	0.72875	0.0582957921639925	0.0587987943928703		0.072289156626506	0.0975609756097561	0.0725806451612903
SBS18	IHC-DCC	IHC	DCC	0.552233545811767	0	0	0.00140198991891194	0.0155938791129831	0.410935371715329	0.0223119559330731	0.0328738285641136	0	0	0.000745157244731179	0.00885730149048272	0.103413479247776	0.00931545317820732	0.0131701234588448	0.13574297188755	0.0760243902439024	0.840260869565218	0.594	0.154263269197685	0.103413479247776		0.0923694779116466	0.024390243902439	0.0806451612903226
SBS2	IHC-DCC	IHC	DCC	6.8752826443366e-09	0	0.00029589729894461	0.0154528534501833	0.0483354483265527	0.384291075571305	0.0333788619554631	0.0419764476106581	0.000204353261907229	0.0296315783900739	0.0705489157264475	0.132438816816598	0.467203420738839	0.100458443812136	0.100458443812136	0.395522088353414	0.742560975609756	0.823903225806451	0.931333333333333	0.0764386310046827	0.132397410347583	***	0.373493975903614	0.731707317073171	0.438172043010753
SBS20	IHC-DCC	IHC	DCC	0.931195528464354	0	0	0	0	0.266509731797649	0.00618011821987394	0.0530637736809865	0	0	0	0	0.272534090050036	0.00736637396436293	0.060404266507776	0.0420843373493976	0.0342682926829268	0.804363636363636	1	0.126382643996782	0.272534090050036		0.0441767068273092	0.024390243902439	0.0376344086021505
SBS21	IHC-DCC	IHC	DCC	0.302631163332649	0	0	0	0	0.254310265529758	0.00269743499791374	0.0292026658469792	0	0	0	0	0.003681964086928	0.000163971080638566	0.0011204690510302	0.0190843373493976	0.00290243902439024	0.844		0.127258920221606			0.0200803212851406		0.0188172043010753
SBS22a	IHC-DCC	IHC	DCC	0.206646236614388	0	0	0.000143875450598681	0.00969087034907363	1	0.045386927775591	0.0763604392981227	0	0	0	0.00436270991880111	0.0697222403548402	0.00508457716922176	0.0104233831969046	0.147646586345382	0.0604146341463415	0.8709	0.716	0.348597389834475	0.0697222403548402		0.120481927710843	0.024390243902439	0.0967741935483871
SBS22b	IHC-DCC	IHC	DCC	0.0527754718226273	0	0	3.54707665654388e-05	0.00126501837678172	0.0983856251638622	0.00260910292996563	0.00515608436159875	0	0	0	0.000204534512145671	0.0267420400873493	0.00123781418341477	0.00362502725142896	0.0313975903614458	0.0158536585365854	0.79		0.0663070007008728			0.00803212851405622		0.010752688172043
SBS24	IHC-DCC	IHC	DCC	0.198043344261553	0	0.000170164016155398	0.00807969692767335	0.0460454537954681	0.859713259473444	0.0517649068854643	0.0654287401750284	0	0.00153951320179097	0.0234191201348382	0.0558772865417506	0.219430813500859	0.0410277542969946	0.0467260535049105	0.236088353413655	0.267682926829268	0.778577777777778	0.680444444444444	0.214985533813825	0.120540079575597		0.180722891566265	0.219512195121951	0.163978494623656
SBS28	IHC-DCC	IHC	DCC	0.663482795411309	0	0	0	0.00100058802524429	0.168013083121289	0.00353963517308294	0.0111565716214893	0	0	0	0.00216052351441618	0.0161557426442323	0.00207397185545753	0.00566885640491725	0.0456305220883534	0.0346341463414634	0.9455		0.131668991465328			0.00803212851405622		0.010752688172043
SBS29	IHC-DCC	IHC	DCC	0.189582793927516	0	0	0.000679754489598978	0.00623218602174274	0.58895695643882	0.0114942896946469	0.0172414345419703	0	0	0.00158642137941916	0.0114409210160892	0.0930419066995564	0.0116226000337394	0.0158842200461105	0.0694016064257028	0.0818292682926829	0.699857142857143	0.584	0.204974407892319	0.066659204674332		0.0281124497991968	0.024390243902439	0.0295698924731183
SBS3	IHC-DCC	IHC	DCC	0.511951743030744	0	0.000174215620703493	0.00410401621666367	0.0331839549017114	0.419874811772686	0.0372996472471872	0.0481223428215006	0	0	0.00173112131914433	0.066236492446939	0.350923815149293	0.0462080444967232	0.0701677712728019	0.152321285140562	0.170829268292683	0.778285714285714	0.745333333333333	0.217421504883185	0.21418228198188		0.112449799196787	0.146341463414634	0.120967741935484
SBS32	IHC-DCC	IHC	DCC	0.391192423416248	0	3.96659397410123e-05	0.00248537242409221	0.0246306859490464	0.34161622036908	0.0214654326013874	0.0279837315065207	0	9.58552649979085e-05	0.00135925146842244	0.00844119637034657	0.123313632025084	0.0099208389099357	0.0127110748533551	0.15433734939759	0.0855365853658537	0.686791666666667	0.59	0.119932493963994	0.123313632025084		0.0963855421686747	0.024390243902439	0.0806451612903226
SBS38	IHC-DCC	IHC	DCC	0.174791560172087	0	0	0	0.000677991179126968	0.163670656339281	0.0042965786320227	0.0110293616430274	0	0	4.42108610252008e-05	0.00156889129816707	0.0265701581203573	0.00231694176253166	0.00431793692108173	0.0338473895582329	0.0269512195121951	0.584		0.083237212757095			0.0160642570281124		0.021505376344086
SBS4	IHC-DCC	IHC	DCC	0.392867570538177	0	0	0.000259146177556965	0.00508274511043347	0.397257445216931	0.0167480131322742	0.0279882904022568	0	0	0	0.0109177048518877	0.131064423155733	0.0147227968461408	0.0317702458258829	0.0806144578313253	0.0986585365853659	0.745666666666667	0.695	0.191853937076585	0.100269693888516		0.0602409638554217	0.0975609756097561	0.0537634408602151
SBS40a	IHC-DCC	IHC	DCC	0.0540396911695141	0	0.00325735724352548	0.0322126705721838	0.176289262765913	0.529461293285671	0.0985073539202003	0.116801576791095	0	0.00220445773822965	0.0121165858882677	0.0493201657418519	0.184400099604806	0.0381107514995308	0.0422308327427233	0.317943775100402	0.142390243902439	0.862704225352113	0.583333333333333	0.278727315055979	0.160971706470882		0.285140562248996	0.0731707317073171	0.241935483870968
SBS40b	IHC-DCC	IHC	DCC	0.411773112339785	0	0	0.000375082789514621	0.00524053507229951	0.222388912334063	0.00927374690098052	0.0147080444480519	0	0	0.000309760853886427	0.00174918574176723	0.0332118894151623	0.0028603765297866	0.00451059375850964	0.0622369477911647	0.0214878048780488	0.713125		0.103520271211686			0.0321285140562249		0.0295698924731183
SBS40c	IHC-DCC	IHC	DCC	0.383455417246977	0	0.000269627344047602	0.0055868704222664	0.0401768660414822	0.529417363776513	0.0362051577406248	0.0450754213870779	0	0.000297391094916037	0.00411937211819412	0.031732455972227	0.28532199240988	0.0218382792143787	0.0271324075087735	0.153698795180723	0.0930975609756098	0.752111111111111	0.985	0.188838186731489	0.28532199240988		0.108433734939759	0.024390243902439	0.0994623655913978
SBS42	IHC-DCC	IHC	DCC	0.364980696159765	0	0.00175484257338922	0.0274793091599828	0.112382796690218	0.992754447020559	0.0720321328240738	0.0807927976270018	0	0.00109927963899714	0.0231744099688746	0.0681113510618564	0.195213165756919	0.0425818994227539	0.0459436283245502	0.357602409638554	0.29109756097561	0.767806818181819	0.706333333333333	0.176182734242937	0.115890918217245		0.353413654618474	0.219512195121951	0.360215053763441
SBS44	IHC-DCC	IHC	DCC	0.233912059338758	0	0	0	0	0.204729728116056	0.00224269990458881	0.0253832852837551	0	0	0	0	0.0580651992757751	0.00287869704990793	0.0196710965077042	0.0123694779116466	0.023609756097561	0.6785		0.161842241586542			0.00803212851405622		0.010752688172043
SBS5	IHC-DCC	IHC	DCC	0.490276645050662	0	0.00457341123864809	0.027789665143147	0.111346818754012	0.583094697604496	0.0749576102086168	0.0856167199171815	0	0.00697074001793073	0.0438113094823023	0.123296665405944	0.254486643014996	0.0670724543828913	0.0705120674281677	0.268116465863454	0.273609756097561	0.78475	0.609	0.225540658812685	0.154712874164002		0.208835341365462	0.24390243902439	0.193548387096774
SBS86	IHC-DCC	IHC	DCC	0.455615624736845	0	0	0.00306700804398392	0.0194431085058656	0.210556162493494	0.0176228190851896	0.023978589902799	0	0.000123402790209271	0.00334254353034877	0.0270217725146514	0.098474720205983	0.0191745235116739	0.0245673582493322	0.160907630522088	0.191219512195122	0.697269230769231	0.691166666666667	0.0915786848249149	0.0702611265454249		0.104417670682731	0.146341463414634	0.102150537634409
SBS87	IHC-DCC	IHC	DCC	1.38279915255794e-05	0	0.0020945129706007	0.0256013215908368	0.0985557662051779	0.520217693742437	0.0695415665413704	0.0773029020928627	7.54046298640562e-05	0.0459826237251609	0.0813122086661693	0.174923906090432	0.466551383752656	0.129607908534959	0.129607908534959	0.320714859437751	0.523560975609756	0.762444444444444	0.768952380952381	0.187884521326124	0.205381827707936	***	0.289156626506024	0.51219512195122	0.311827956989247
SBS9	IHC-DCC	IHC	DCC	0.0501625393984359	0	0	0	0.0010447732540014	0.0717084737934945	0.00319271626588851	0.00703527743545344	0	0	0	0.000142470003306494	0.0105277741925347	0.000513545115965062	0.00161964228881289	0.030863453815261	0.00375609756097561	0.521		0.0386014544077384			0.00401606425702811		0.0134408602150538
SBS96	IHC-DCC	IHC	DCC	0.203252445552699	0	5.00072520264459e-05	0.00130281535209121	0.0125077186371545	0.205685300746759	0.0157389328958476	0.0208457143141811	0	0	0.000333269745424281	0.00527667470731729	0.14411749874525	0.0140152537153489	0.0198146690458381	0.113678714859438	0.0880731707317073	0.682941176470588	0.7425	0.117025104226796	0.129217158405035		0.0682730923694779	0.0487804878048781	0.0537634408602151
SBS97	IHC-DCC	IHC	DCC	0.966074266264335	0	2.57072483023735e-05	0.00673119676158186	0.0359623604840251	0.178233358893624	0.0224848596800437	0.0299397329429459	0	9.32680177695407e-05	0.0065182682794444	0.030687823869258	0.10039804640721	0.0192054022150826	0.0254006932522061	0.238939759036145	0.222414634146341	0.698125	0.637	0.0730610574823845	0.0577526388067839		0.224899598393574	0.195121951219512	0.185483870967742
SBS98	IHC-DCC	IHC	DCC	0.00402346329836117	0	0	0.000219120266069733	0.00806515663215848	0.189851262771062	0.00943594581639125	0.0166634787821377	0	0.000841146957933212	0.00304107817776451	0.0118496822077476	0.074854259571121	0.0119619840014424	0.0140126098302611	0.084710843373494	0.116585365853659	0.660363636363636	0.578666666666667	0.0952128810582684	0.0656489264885672	**	0.0441767068273092	0.0731707317073171	0.0430107526881721
SBS99	IHC-DCC	IHC	DCC	0.808406551255641	0	6.60294661346811e-05	0.00257882477338172	0.0198507220953754	0.197142974090366	0.0173228314232275	0.0223491452040603	0	0.00013169811772566	0.00139076807674373	0.0126655261816368	0.0979767169445868	0.012068872569585	0.0149946598591814	0.140433734939759	0.108317073170732	0.671666666666667	0.753	0.0965258844926046	0.0979767169445868		0.0843373493975904	0.024390243902439	0.0860215053763441
apobec	IHC-DCC	IHC	DCC	1.32029148991014e-09	0	0.00298798962847845	0.0284110922644527	0.0716511381847262	0.681968034436686	0.0575675674926732	0.0682586871698839	0.000204353261907229	0.0698113684919739	0.130330161035557	0.223912543003756	0.707941973143585	0.179659708647415	0.179659708647415					0.122561085017125	0.217916989049785	***	0.409638554216867	0.804878048780488	0.481182795698925
treatment	IHC-DCC	IHC	DCC	0.00729412614186524	0	0.0200840033111894	0.105075435353675	0.191910353645564	0.554283129871734	0.125952649651175	0.130133650469471	0.0254665897489531	0.0924954553661499	0.155273068447258	0.249244534780602	0.468164798074137	0.170772143526153	0.170772143526153					0.221053109939049	0.225848091130716	**	0.461847389558233	0.634146341463415	0.478494623655914
SBS1	DCC-PHC	DCC	PHC	0.790497870333273	0.0139529439407918	0.0823833838382334	0.19129517081156	0.313467969125894	0.526081369275771	0.218039634263962	0.218039634263962	0.0033824139586847	0.0998836574744344	0.178119439362111	0.313763073753805	0.54136118824649	0.205412752688723	0.205412752688723	0.861634146341464	0.87912	0.905052631578947	0.949671641791045	0.233191160345693	0.227183495388372		0.926829268292683	0.893333333333333	0.846774193548387
SBS10a	DCC-PHC	DCC	PHC		0	0	0	0	0	0		0	0	0	0	0	0		0	0								0.00268817204301075
SBS10b	DCC-PHC	DCC	PHC	0.470702992511409	0	0	0	0	0	0		0	0	0	0	0.000439449952213611	5.85933269618148e-06	0.000439449952213611	0	9.33333333333333e-05								0.00537634408602151
SBS10c	DCC-PHC	DCC	PHC	0.892430996830355	0	0	0.00198991590778551	0.0085984618441712	0.111021472411736	0.0123071717945116	0.0173997946060336	0	0	0.0015890703353416	0.0141537536708799	0.216879598465588	0.0196643849946034	0.0300985484611276	0.102829268292683	0.141813333333333	0.636	0.773555555555556	0.0836962215852038	0.113985042131177		0.0487804878048781	0.12	0.139784946236559
SBS10d	DCC-PHC	DCC	PHC	0.59815190286311	0	0	0	0.000387702105391228	0.0318694304206835	0.00184539875339493	0.00398217625732591	0	0	0	0.000590416296227755	0.0173912559935261	0.00101587641365532	0.00253969103413829	0.0226829268292683	0.0134666666666667								
SBS12	DCC-PHC	DCC	PHC	0.0229513853296593	0	0	7.23903302795802e-05	0.00258951486113821	0.0354045732108834	0.00411388273587934	0.00766678146232059	0	0	0.00109293297926731	0.0163112499749172	0.111605430675762	0.0128528564962223	0.0181880044757863	0.0467560975609756	0.110773333333333	0.556	0.76125	0.0354045732108834	0.0809592961225716	*	0.024390243902439	0.0533333333333333	0.104838709677419
SBS13	DCC-PHC	DCC	PHC	0.00441222617012122	0	0.0119398663770027	0.0550733705996549	0.113135722861425	0.470465165355733	0.079201264835279	0.0854539962696431	0	0	0.00974544374747595	0.0596263407836287	0.463620968638295	0.0551410788824597	0.0827116183236896	0.576219512195122	0.374213333333333	0.902652173913043	0.920576923076923	0.132120219085901	0.148425480901157	**	0.560975609756098	0.346666666666667	0.28494623655914
SBS15	DCC-PHC	DCC	PHC	0.974375589770094	0	0	0	0	0.281482054137319	0.0228615103044753	0.104146880275943	0	0	0	0	0.425966119077753	0.0310764189552802	0.145670713852876	0.127243902439024	0.126746666666667	0.9332	0.8892	0.178832353299547	0.228273704939924		0.121951219512195	0.133333333333333	0.102150537634409
SBS16	DCC-PHC	DCC	PHC	0.569284038220673	0	0	0.00109400125001195	0.00695878351756663	0.195323690907635	0.0155863420666872	0.0220358629218681	0	0	0.000404016378936837	0.011623380905638	0.287467679142568	0.023338158425046	0.0397809518608738	0.109024390243902	0.131853333333333	0.754333333333333	0.80525	0.141822723940911	0.171251439655394		0.0731707317073171	0.106666666666667	0.150537634408602
SBS17a	DCC-PHC	DCC	PHC	0.148539951020459	0	0	0	0.00453118670425475	0.0194895638032865	0.00325431301949178	0.00702246493679805	0	0	4.14596887737369e-05	0.0153488933260872	0.077104001815941	0.00976110720710643	0.0187713600136662	0.0446585365853659	0.12212		0.596		0.052343129485552			0.04	0.0430107526881721
SBS17b	DCC-PHC	DCC	PHC	0.0126585056476417	0	0	0.00066243245542864	0.0119113409267863	0.0747137557744035	0.00938095287350948	0.0174826849006313	0	0	0	0.00114401623777356	0.272818530043091	0.00707692310565969	0.0230769231706294	0.143268292682927	0.0791333333333333	0.72875	0.81325	0.0587987943928703	0.0976546510396703	*	0.0975609756097561	0.0533333333333333	0.0725806451612903
SBS18	DCC-PHC	DCC	PHC	0.309550491906554	0	0	0.000745157244731179	0.00885730149048272	0.103413479247776	0.00931545317820732	0.0131701234588448	0	0	0.000250379947288392	0.00720202009554292	0.100958944021584	0.00965459332885027	0.0181023624915943	0.0760243902439024	0.08032	0.594	0.716	0.103413479247776	0.0702042071929941		0.024390243902439	0.0533333333333333	0.0806451612903226
SBS2	DCC-PHC	DCC	PHC	0.00202749905346135	0.000204353261907229	0.0296315783900739	0.0705489157264475	0.132438816816598	0.467203420738839	0.100458443812136	0.100458443812136	0	0.00180756524839115	0.0322141789628282	0.079822734133979	0.413907588019391	0.0630374482743785	0.0762549777512644	0.742560975609756	0.494746666666667	0.931333333333333	0.866555555555556	0.132397410347583	0.120313830667493	**	0.731707317073171	0.48	0.438172043010753
SBS20	DCC-PHC	DCC	PHC	0.384691623195192	0	0	0	0	0.272534090050036	0.00736637396436293	0.060404266507776	0	0	0	0	0.101420572140436	0.00461111394331113	0.024702396124881	0.0342682926829268	0.03596	1	0.524	0.272534090050036	0.0751895718812871		0.024390243902439	0.0266666666666667	0.0376344086021505
SBS21	DCC-PHC	DCC	PHC	0.843437077874594	0	0	0	0	0.003681964086928	0.000163971080638566	0.0011204690510302	0	0	0	0	0.15916659840654	0.00247215594531673	0.0185411695898754	0.00290243902439024	0.01888		0.999		0.15916659840654			0.0133333333333333	0.0188172043010753
SBS22a	DCC-PHC	DCC	PHC	0.68571698412124	0	0	0	0.00436270991880111	0.0697222403548402	0.00508457716922176	0.0104233831969046	0	0	0	0.00277870875438519	0.462258302632155	0.0171305967716575	0.0377880811139505	0.0604146341463415	0.0884	0.716	0.863	0.0697222403548402	0.221743831043266		0.024390243902439	0.0666666666666667	0.0967741935483871
SBS22b	DCC-PHC	DCC	PHC	0.100019531851094	0	0	0	0.000204534512145671	0.0267420400873493	0.00123781418341477	0.00362502725142896	0	0	0	0.00181147442151161	0.0789858171729508	0.00455516496092522	0.0100481580020409	0.0158536585365854	0.0515866666666667		0.788		0.0652740551428637			0.0266666666666667	0.010752688172043
SBS24	DCC-PHC	DCC	PHC	0.00942813302029555	0	0.00153951320179097	0.0234191201348382	0.0558772865417506	0.219430813500859	0.0410277542969946	0.0467260535049105	0	0	0.00305862809214078	0.0302109428592854	0.294670293488865	0.0245003415256356	0.0360299140082876	0.267682926829268	0.151746666666667	0.680444444444444	0.686	0.120540079575597	0.141510901105184	**	0.219512195121951	0.08	0.163978494623656
SBS28	DCC-PHC	DCC	PHC	0.795747205660488	0	0	0	0.00216052351441618	0.0161557426442323	0.00207397185545753	0.00566885640491725	0	0	0	0.00202190034674817	0.0733891164939339	0.00364595871282481	0.0109378761384744	0.0346341463414634	0.0456533333333333		0.601		0.0650814147062762			0.0266666666666667	0.010752688172043
SBS29	DCC-PHC	DCC	PHC	0.0109243250724587	0	0	0.00158642137941916	0.0114409210160892	0.0930419066995564	0.0116226000337394	0.0158842200461105	0	0	0.000151870204194624	0.00236996676554491	0.134973609898318	0.00596615113193401	0.010653841307025	0.0818292682926829	0.0454933333333333	0.584	0.819	0.066659204674332	0.115308395516844	*	0.024390243902439	0.0266666666666667	0.0295698924731183
SBS3	DCC-PHC	DCC	PHC	0.822950289368496	0	0	0.00173112131914433	0.066236492446939	0.350923815149293	0.0462080444967232	0.0701677712728019	0	0	0.0030884839805387	0.0202134669747528	0.501708660021504	0.0327262616680526	0.0490893925020789	0.170829268292683	0.133933333333333	0.745333333333333	0.7037	0.21418228198188	0.185787503426433		0.146341463414634	0.133333333333333	0.120967741935484
SBS32	DCC-PHC	DCC	PHC	0.867600719421337	0	9.58552649979085e-05	0.00135925146842244	0.00844119637034657	0.123313632025084	0.0099208389099357	0.0127110748533551	0	0	0.000857332931174128	0.0168945890701602	0.374253635409386	0.0175762634226715	0.0263643951340072	0.0855365853658537	0.11224	0.59	0.6734	0.123313632025084	0.147796177915073		0.024390243902439	0.0666666666666667	0.0806451612903226
SBS38	DCC-PHC	DCC	PHC	0.391909747649172	0	0	4.42108610252008e-05	0.00156889129816707	0.0265701581203573	0.00231694176253166	0.00431793692108173	0	0	6.07499101814777e-05	0.00546178882269824	0.479213840100132	0.0203545487890128	0.0372339307116088	0.0269512195121951	0.0750933333333333		0.5895		0.174940138001946			0.0533333333333333	0.021505376344086
SBS4	DCC-PHC	DCC	PHC	0.483711411029476	0	0	0	0.0109177048518877	0.131064423155733	0.0147227968461408	0.0317702458258829	0	0	0.000197346592945144	0.00602267488966363	0.0967575184714047	0.00943804796601375	0.0153881216837181	0.0986585365853659	0.04436	0.695	0.577	0.100269693888516	0.0838598607129535		0.0975609756097561	0.0133333333333333	0.0537634408602151
SBS40a	DCC-PHC	DCC	PHC	0.958455355628828	0	0.00220445773822965	0.0121165858882677	0.0493201657418519	0.184400099604806	0.0381107514995308	0.0422308327427233	0	0.000672697349333079	0.0157911530026117	0.0839578032030354	0.40858650807605	0.0695372164686324	0.0869215205857905	0.142390243902439	0.242853333333333	0.583333333333333	0.933692307692308	0.160971706470882	0.278742626109857		0.0731707317073171	0.173333333333333	0.241935483870968
SBS40b	DCC-PHC	DCC	PHC	0.835434435934928	0	0	0.000309760853886427	0.00174918574176723	0.0332118894151623	0.0028603765297866	0.00451059375850964	0	0	0.000129846297087768	0.00383221474575033	0.115064875667105	0.00689839107511931	0.0129344832658487	0.0214878048780488	0.0518933333333333		0.779		0.092706838993982			0.0266666666666667	0.0295698924731183
SBS40c	DCC-PHC	DCC	PHC	0.84387112944872	0	0.000297391094916037	0.00411937211819412	0.031732455972227	0.28532199240988	0.0218382792143787	0.0271324075087735	0	0.000232374406903879	0.00282961433346113	0.0290350018878017	0.299863463656931	0.0323440565992597	0.0391258749184593	0.0930975609756098	0.128413333333333	0.985	0.7435	0.28532199240988	0.193065303319667		0.024390243902439	0.106666666666667	0.0994623655913978
