signature	comparison	grp1	grp2	pval	grp1.min	grp1.25	grp1.median	grp1.75	grp1.max	grp1.mean	grp1.nonzero_mean	grp2.min	grp2.25	grp2.median	grp2.75	grp2.max	grp2.mean	grp2.nonzero_mean	grp1.detection	grp2.detection	grp1.detection_wp	grp2.detection_wp	grp1.mean_when_present	grp2.mean_when_present	signif_label	grp1.prop_present	grp2.prop_present	pan_prop_present
SBS21	IHC-PHC	IHC	PHC	0.320277076583875	0	0	0	0	0.254310265529758	0.00269743499791374	0.0292026658469792	0	0	0	0	0.15916659840654	0.00247215594531673	0.0185411695898754	0.0190843373493976	0.01888	0.844	0.999	0.127258920221606	0.15916659840654		0.0200803212851406	0.0133333333333333	0.0188172043010753
SBS22a	IHC-PHC	IHC	PHC	0.0364775107327281	0	0	0.000143875450598681	0.00969087034907363	1	0.045386927775591	0.0763604392981227	0	0	0	0.00277870875438519	0.462258302632155	0.0171305967716575	0.0377880811139505	0.147646586345382	0.0884	0.8709	0.863	0.348597389834475	0.221743831043266	*	0.120481927710843	0.0666666666666667	0.0967741935483871
SBS22b	IHC-PHC	IHC	PHC	0.946524536086719	0	0	3.54707665654388e-05	0.00126501837678172	0.0983856251638622	0.00260910292996563	0.00515608436159875	0	0	0	0.00181147442151161	0.0789858171729508	0.00455516496092522	0.0100481580020409	0.0313975903614458	0.0515866666666667	0.79	0.788	0.0663070007008728	0.0652740551428637		0.00803212851405622	0.0266666666666667	0.010752688172043
SBS24	IHC-PHC	IHC	PHC	0.0518255878178609	0	0.000170164016155398	0.00807969692767335	0.0460454537954681	0.859713259473444	0.0517649068854643	0.0654287401750284	0	0	0.00305862809214078	0.0302109428592854	0.294670293488865	0.0245003415256356	0.0360299140082876	0.236088353413655	0.151746666666667	0.778577777777778	0.686	0.214985533813825	0.141510901105184		0.180722891566265	0.08	0.163978494623656
SBS28	IHC-PHC	IHC	PHC	0.832056177535615	0	0	0	0.00100058802524429	0.168013083121289	0.00353963517308294	0.0111565716214893	0	0	0	0.00202190034674817	0.0733891164939339	0.00364595871282481	0.0109378761384744	0.0456305220883534	0.0456533333333333	0.9455	0.601	0.131668991465328	0.0650814147062762		0.00803212851405622	0.0266666666666667	0.010752688172043
SBS29	IHC-PHC	IHC	PHC	0.0324831149072205	0	0	0.000679754489598978	0.00623218602174274	0.58895695643882	0.0114942896946469	0.0172414345419703	0	0	0.000151870204194624	0.00236996676554491	0.134973609898318	0.00596615113193401	0.010653841307025	0.0694016064257028	0.0454933333333333	0.699857142857143	0.819	0.204974407892319	0.115308395516844	*	0.0281124497991968	0.0266666666666667	0.0295698924731183
SBS3	IHC-PHC	IHC	PHC	0.236097515513255	0	0.000174215620703493	0.00410401621666367	0.0331839549017114	0.419874811772686	0.0372996472471872	0.0481223428215006	0	0	0.0030884839805387	0.0202134669747528	0.501708660021504	0.0327262616680526	0.0490893925020789	0.152321285140562	0.133933333333333	0.778285714285714	0.7037	0.217421504883185	0.185787503426433		0.112449799196787	0.133333333333333	0.120967741935484
SBS32	IHC-PHC	IHC	PHC	0.171617219108516	0	3.96659397410123e-05	0.00248537242409221	0.0246306859490464	0.34161622036908	0.0214654326013874	0.0279837315065207	0	0	0.000857332931174128	0.0168945890701602	0.374253635409386	0.0175762634226715	0.0263643951340072	0.15433734939759	0.11224	0.686791666666667	0.6734	0.119932493963994	0.147796177915073		0.0963855421686747	0.0666666666666667	0.0806451612903226
SBS38	IHC-PHC	IHC	PHC	0.00508752259855567	0	0	0	0.000677991179126968	0.163670656339281	0.0042965786320227	0.0110293616430274	0	0	6.07499101814777e-05	0.00546178882269824	0.479213840100132	0.0203545487890128	0.0372339307116088	0.0338473895582329	0.0750933333333333	0.584	0.5895	0.083237212757095	0.174940138001946	**	0.0160642570281124	0.0533333333333333	0.021505376344086
SBS4	IHC-PHC	IHC	PHC	1	0	0	0.000259146177556965	0.00508274511043347	0.397257445216931	0.0167480131322742	0.0279882904022568	0	0	0.000197346592945144	0.00602267488966363	0.0967575184714047	0.00943804796601375	0.0153881216837181	0.0806144578313253	0.04436	0.745666666666667	0.577	0.191853937076585	0.0838598607129535		0.0602409638554217	0.0133333333333333	0.0537634408602151
SBS40a	IHC-PHC	IHC	PHC	0.061941463041659	0	0.00325735724352548	0.0322126705721838	0.176289262765913	0.529461293285671	0.0985073539202003	0.116801576791095	0	0.000672697349333079	0.0157911530026117	0.0839578032030354	0.40858650807605	0.0695372164686324	0.0869215205857905	0.317943775100402	0.242853333333333	0.862704225352113	0.933692307692308	0.278727315055979	0.278742626109857		0.285140562248996	0.173333333333333	0.241935483870968
SBS40b	IHC-PHC	IHC	PHC	0.217075496984828	0	0	0.000375082789514621	0.00524053507229951	0.222388912334063	0.00927374690098052	0.0147080444480519	0	0	0.000129846297087768	0.00383221474575033	0.115064875667105	0.00689839107511931	0.0129344832658487	0.0622369477911647	0.0518933333333333	0.713125	0.779	0.103520271211686	0.092706838993982		0.0321285140562249	0.0266666666666667	0.0295698924731183
SBS40c	IHC-PHC	IHC	PHC	0.486204884220996	0	0.000269627344047602	0.0055868704222664	0.0401768660414822	0.529417363776513	0.0362051577406248	0.0450754213870779	0	0.000232374406903879	0.00282961433346113	0.0290350018878017	0.299863463656931	0.0323440565992597	0.0391258749184593	0.153698795180723	0.128413333333333	0.752111111111111	0.7435	0.188838186731489	0.193065303319667		0.108433734939759	0.106666666666667	0.0994623655913978
SBS42	IHC-PHC	IHC	PHC	0.0199868613663549	0	0.00175484257338922	0.0274793091599828	0.112382796690218	0.992754447020559	0.0720321328240738	0.0807927976270018	0	0.00361877192217087	0.0691795867063997	0.188682959772624	0.524407671424412	0.11651119695959	0.13239908745408	0.357602409638554	0.460826666666667	0.767806818181819	0.822	0.176182734242937	0.226649471614695	*	0.353413654618474	0.466666666666667	0.360215053763441
SBS44	IHC-PHC	IHC	PHC	0.0720373438164609	0	0	0	0	0.204729728116056	0.00224269990458881	0.0253832852837551	0	0	0	0	0.161537729180627	0.00524059369241142	0.0327537105775713	0.0123694779116466	0.0265066666666667	0.6785	0.579	0.161842241586542	0.161537729180627		0.00803212851405622	0.0133333333333333	0.010752688172043
SBS5	IHC-PHC	IHC	PHC	0.0487114908375588	0	0.00457341123864809	0.027789665143147	0.111346818754012	0.583094697604496	0.0749576102086168	0.0856167199171815	0	0.00230190037289315	0.0164319856656451	0.0516591610087092	0.190524225169971	0.0415809244306019	0.0472510504893204	0.268116465863454	0.184333333333333	0.78475	0.76425	0.225540658812685	0.151625796096126	*	0.208835341365462	0.106666666666667	0.193548387096774
