signature	comparison	grp1	grp2	pval	grp1.min	grp1.25	grp1.median	grp1.75	grp1.max	grp1.mean	grp1.nonzero_mean	grp2.min	grp2.25	grp2.median	grp2.75	grp2.max	grp2.mean	grp2.nonzero_mean	signif_label
SBS22a	PHC-DCC	PHC	DCC	0.622358499700727	0	0	0	0.00333366042322014	0.607868178868569	0.0251143123585728	0.0553992184380283	0	0	0	0.00772174593933531	0.098506786730028	0.00961921910627166	0.0197193991678569	""
SBS22b	PHC-DCC	PHC	DCC	0.108277710714266	0	0	0	0.0027228667721199	0.111756566788662	0.00739485071570213	0.0163121706964018	0	0	0	0.00034738767378232	0.0330842988571133	0.00220476804508409	0.00645682070346054	""
SBS24	PHC-DCC	PHC	DCC	0.00942813302029555	0	0	0.0037856868929139	0.0434023540050127	0.526505838619124	0.0353601401472892	0.0520002060989547	0	0.00165229570285432	0.0366391070967625	0.0977595042640737	0.325530936611754	0.0606963950878609	0.069126449961175	**
SBS28	PHC-DCC	PHC	DCC	0.677753800129759	0	0	0	0.00298724178768921	0.07095030213596	0.00539149314353202	0.0161744794305961	0	0	0	0.00475699970209761	0.0601433282218893	0.00684057527581411	0.0186975724205586	""
SBS29	PHC-DCC	PHC	DCC	0.012503945953086	0	0	0.000210226083187501	0.0030687805597231	0.189682464145933	0.00758851677774875	0.0135509228174085	0	0	0.00164341417851222	0.0123533337188109	0.172808027684859	0.0180972214604916	0.0247328693293386	*
SBS32	PHC-DCC	PHC	DCC	0.66724788649216	0	0	0.000782608587853655	0.0144650014486545	0.361119432126062	0.0158206065729049	0.0237309098593573	0	0.000113019079143407	0.00188489977870361	0.0102295884664702	0.175530368795877	0.0116886863996512	0.014976129449553	""
SBS38	PHC-DCC	PHC	DCC	0.385228335767499	0	0	7.12464548451473e-05	0.00923264345855649	0.604792892220018	0.0296549710202323	0.054246898207742	0	0	4.20136199694096e-05	0.00116124122765886	0.044129628151439	0.00351930477707769	0.00655870435728114	""
SBS40a	PHC-DCC	PHC	DCC	0.963067922953216	0	0.000925991150203142	0.0201154581065853	0.109375272155244	0.500319491099119	0.0836268089190477	0.10453351114881	0	0.00252887011332971	0.0199103366886247	0.063124825884157	0.264801730990445	0.0505962067317156	0.0560660669189281	""
SBS40b	PHC-DCC	PHC	DCC	0.733700842453505	0	0	0.000238425469456168	0.00824440273478108	0.167525695237975	0.0128840663670828	0.0241576244382803	0	0	0.000637000902443975	0.00387525937582629	0.0667819844196279	0.00655881884918641	0.0103427528006401	""
SBS40c	PHC-DCC	PHC	DCC	0.84387112944872	0	0.000342536008418407	0.0055456540781927	0.042550465618186	0.428232797050994	0.0440384472332961	0.0532723152015679	0	0.000443931373383956	0.00581496904425626	0.0422654164853697	0.290913097524639	0.0294498237243404	0.0365891749302411	""
SBS42	PHC-DCC	PHC	DCC	0.0416584568074956	0	0.00315419047607806	0.0686408558708554	0.160155519555105	0.517539149334879	0.107450908737366	0.122103305383371	0	0.00156045519237133	0.0282016134759746	0.086817863357047	0.250173410993363	0.0517477788548598	0.0558331298170856	*
SBS44	PHC-DCC	PHC	DCC	0.84378054347613	0	0	0	0	0.286135500250562	0.0101197483104491	0.0632484269403067	0	0	0	0	0.0918989721993336	0.00415649603280324	0.0284027228908222	""
SBS86	PHC-DCC	PHC	DCC	0.057077141632425	0	0	0.00132420261038732	0.0140362734042549	0.279799865840629	0.018995936394417	0.0296811506162766	0	0.000161499809092084	0.00440101105156928	0.0436451751668475	0.139052868755683	0.0257001768143008	0.0329283515433229	""
SBS87	PHC-DCC	PHC	DCC	0.00365405714983644	0	0.00236391946192561	0.0472864116098139	0.125744150363023	0.36247244675404	0.0840755590869378	0.100089951293974	7.63982612457642e-05	0.0471987817691343	0.0969349300223509	0.158018447924492	0.441431356895192	0.129224581661828	0.129224581661828	**
SBS96	PHC-DCC	PHC	DCC	0.906522556665058	0	0	0.00120127037068689	0.0256938164526321	0.272559520533028	0.0216101914473442	0.0324152871710163	0	0	0.00115969717051337	0.0112388269027911	0.302024070034743	0.0311700059791119	0.0440679394877099	""
